id,href,img,type,age,gender,size,health,breed_俄羅斯藍,breed_博美,breed_古代牧羊,breed_吉娃娃,breed_哈士奇,breed_巴哥,breed_拉布拉多,breed_挪威納,breed_摺耳貓,breed_暹羅,breed_柯基,breed_柴犬,breed_梗犬,breed_比熊,breed_比特犬,breed_法鬥,breed_波斯貓,breed_牛頭梗,breed_狐狸犬,breed_異國短,breed_秋田,breed_米克斯,breed_約克夏,breed_美短,breed_臘腸,breed_英短,breed_蝴蝶犬,breed_西施,breed_西高地,breed_貴賓,breed_迷你杜賓,breed_迷你貝吉格里芬凡丁,breed_邊牧,breed_金吉拉,breed_阿拉斯加克利凱,breed_雪納瑞,breed_馬爾濟斯,breed_黃金獵犬,color_三花,color_棕,color_灰,color_白,color_米,color_虎斑,color_黃,color_黑,target,target_log
204,https://www.facebook.com/photo/?fbid=4350171915050365,472696582_9132294286838080_8682517406838153104_n.jpg,0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2.772588722239781
211,https://www.facebook.com/photo/?fbid=4482549038479318,474537123_9237435302990644_2043332690437711224_n.jpg,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,110,4.709530201312334
851,https://www.facebook.com/photo/?fbid=4826085467459005,480543169_9372685972798909_7538640996575530660_n.jpg,0,0.375,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,43,3.784189633918261
666,https://www.facebook.com/photo/?fbid=2083554161712163,48405470_2083554165045496_7459379082342432768_n.jpg,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,64,4.174387269895637
306,https://www.facebook.com/photo/?fbid=873225198172918,491722923_1102434111918691_2069038732855323207_n.jpg,0,0.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,3.5263605246161616
606,https://www.facebook.com/photo/?fbid=802113335284105,490349264_1096482039180565_1299101351138465870_n.jpg,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,3.332204510175204
554,https://www.facebook.com/photo/?fbid=4667039606696926,477014629_9331465730254267_4807707507015180674_n.jpg,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,63,4.1588830833596715
382,https://www.facebook.com/photo/?fbid=2281872055213705,58570972_2281872058547038_2633569217424654336_n.jpg,0,0.375,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.3862943611198906
227,https://www.facebook.com/photo/?fbid=4766422173425335,477008539_9345519785515528_3407388738594163142_n.jpg,0,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,1.791759469228055
794,https://www.facebook.com/photo/?fbid=3946485615418999,165280264_3946485618752332_5782801078447917351_n.jpg,0,0.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,104,4.653960350157523
800,https://www.facebook.com/photo/?fbid=3994814343919459,172265884_3994814353919458_4758472723319811317_n.jpg,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,53,3.9889840465642745
858,https://www.facebook.com/photo/?fbid=5083090725091810,482244765_9500072706726901_607140558553767573_n.jpg,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,4.663439094112067
739,https://www.facebook.com/photo/?fbid=3128641037203465,103103427_3128641040536798_7245829662859000946_n.jpg,0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,109,4.700480365792417
424,https://www.facebook.com/photo/?fbid=2836991193035119,84470051_2836991196368452_3400865477042372608_n.jpg,1,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,3.4339872044851463
59,https://www.facebook.com/photo/?fbid=2216237861777125,53694001_2216237868443791_8904213455175680000_n.jpg,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.218875824868201
333,https://www.facebook.com/photo/?fbid=2002455366488710,43950050_2002455369822043_6520024268183437312_n.jpg,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,83,4.430816798843313
307,https://www.facebook.com/photo/?fbid=885569023605202,491998434_1102991628529606_4010700026970390673_n.jpg,0,0.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,2.5649493574615367
409,https://www.facebook.com/photo/?fbid=2689181114482795,78775548_2689181117816128_1212884475034206208_n.jpg,1,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,3.091042453358316
516,https://www.facebook.com/photo/?fbid=4314711631929727,470578718_9037726339628209_2445674481524695636_n.jpg,0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,153,5.0369526024136295
534,https://www.facebook.com/photo/?fbid=4723676507699902,477445628_9340260442708129_4510823046565092540_n.jpg,1,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,43,3.784189633918261
312,https://www.facebook.com/photo/?fbid=971060221722748,465144598_971060225056081_1649552504967863547_n.jpg,0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,2.70805020110221
7,https://www.facebook.com/photo/?fbid=1902742053126709,38139436_1902742059793375_3785055932371697664_n.jpg,1,0.167,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1.3862943611198906
281,https://www.facebook.com/photo/?fbid=635994071896033,486601617_1081300394032063_3378385697364670486_n.jpg,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,354,5.872117789475416
155,https://www.facebook.com/photo/?fbid=3680338402033723,132280776_3680338405367056_1138598346708284780_n.jpg,0,0.167,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,186,5.231108616854587
879,https://www.facebook.com/photo/?fbid=5765707770163432,488628636_9648708455196658_7376951738922798075_n.jpg,0,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,2.4849066497880004
868,https://www.facebook.com/photo/?fbid=5413073928760153,486520760_9586264704774367_5261387453311817370_n.jpg,0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,3.737669618283368
101,https://www.facebook.com/photo/?fbid=2661600667240840,78467756_2661600673907506_7173061341026975744_n.jpg,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24,3.218875824868201
199,https://www.facebook.com/photo/?fbid=4262156563851901,469623292_8978895692177941_1740297124879460012_n.jpg,0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,153,5.0369526024136295
894,https://www.facebook.com/photo/?fbid=642534861241954,486159163_1081741673987935_4097825808750625676_n.jpg,1,7.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,31,3.4657359027997265
710,https://www.facebook.com/photo/?fbid=2659535254114048,77071672_2659535260780714_7704263493196709888_n.jpg,1,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,29,3.4011973816621555
321,https://www.facebook.com/photo/?fbid=1837533566314225,35774457_1837533572980891_5951555771413037056_n.jpg,1,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,3.367295829986474
408,https://www.facebook.com/photo/?fbid=2672597309474509,75635965_2672597316141175_7357735241013788672_n.jpg,1,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,115,4.7535901911063645
857,https://www.facebook.com/photo/?fbid=5054661707934712,482320631_9489731657761006_4331931842575722967_n.jpg,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,21,3.091042453358316
722,https://www.facebook.com/photo/?fbid=2841659225901649,85180296_2841659232568315_8613969585470701568_n.jpg,0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,113,4.736198448394496
525,https://www.facebook.com/photo/?fbid=4571047972962757,476161474_9302344453166395_6250015813212651922_n.jpg,1,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,3.4339872044851463
718,https://www.facebook.com/photo/?fbid=2797060363694869,82558765_2797060367028202_5913618467021389824_n.jpg,0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,662,6.4967749901858625
